instant,dteday,season,year,month,hour,holiday,weekday,workingday,weather situation,temp,atemp,humidity,windspeed,casual,registered,count_cr,time_of_day,windspeed_category
4230,2011-06-30,Fall,2011,Jun,3.0,0,Thursday,1,Clear,0.6,0.6061,0.6,0.1642,2,7,9,Malam,Angin Ringan
4231,2011-06-30,Fall,2011,Jun,4.0,0,Thursday,1,Clear,0.58,0.5455,0.64,0.1343,2,4,6,Malam,Angin Ringan
4232,2011-06-30,Fall,2011,Jun,5.0,0,Thursday,1,Clear,0.58,0.5455,0.64,0.2537,1,24,25,Malam,Angin Sedang
4233,2011-06-30,Fall,2011,Jun,6.0,0,Thursday,1,Clear,0.6,0.6061,0.64,0.2537,4,119,123,Pagi,Angin Sedang
4234,2011-06-30,Fall,2011,Jun,7.0,0,Thursday,1,Clear,0.62,0.6061,0.61,0.2239,29,291,320,Pagi,Angin Sedang
4235,2011-06-30,Fall,2011,Jun,8.0,0,Thursday,1,Clear,0.68,0.6364,0.47,0.2239,44,511,555,Pagi,Angin Sedang
4236,2011-06-30,Fall,2011,Jun,9.0,0,Thursday,1,Clear,0.7,0.6364,0.42,0.2239,33,227,260,Pagi,Angin Sedang
4237,2011-06-30,Fall,2011,Jun,10.0,0,Thursday,1,Clear,0.72,0.6515,0.42,0.194,35,97,132,Pagi,Angin Ringan
4238,2011-06-30,Fall,2011,Jun,11.0,0,Thursday,1,Clear,0.74,0.6515,0.37,0.1343,47,122,169,Pagi,Angin Ringan
4239,2011-06-30,Fall,2011,Jun,12.0,0,Thursday,1,Clear,0.76,0.6667,0.35,0.1642,50,183,233,Siang,Angin Ringan
4240,2011-06-30,Fall,2011,Jun,13.0,0,Thursday,1,Clear,0.76,0.6667,0.33,0.194,70,162,232,Siang,Angin Ringan
4241,2011-06-30,Fall,2011,Jun,14.0,0,Thursday,1,Clear,0.78,0.6818,0.31,0.194,46,117,163,Siang,Angin Ringan
4242,2011-06-30,Fall,2011,Jun,15.0,0,Thursday,1,Clear,0.78,0.6667,0.25,0.2537,64,176,240,Siang,Angin Sedang
4243,2011-06-30,Fall,2011,Jun,16.0,0,Thursday,1,Clear,0.8,0.697,0.26,0.1343,63,260,323,Sore,Angin Ringan
4244,2011-06-30,Fall,2011,Jun,17.0,0,Thursday,1,Clear,0.78,0.6818,0.27,0.3582,98,496,594,Sore,Angin Kencang
4245,2011-06-30,Fall,2011,Jun,18.0,0,Thursday,1,Clear,0.76,0.6667,0.29,0.2537,114,472,586,Sore,Angin Sedang
4246,2011-06-30,Fall,2011,Jun,19.0,0,Thursday,1,Clear,0.74,0.6515,0.33,0.194,89,366,455,Malam,Angin Ringan
4247,2011-06-30,Fall,2011,Jun,20.0,0,Thursday,1,Clear,0.74,0.6515,0.33,0.194,55,285,340,Malam,Angin Ringan
4248,2011-06-30,Fall,2011,Jun,21.0,0,Thursday,1,Clear,0.72,0.6515,0.37,0.1045,81,242,323,Malam,Angin Ringan
4249,2011-06-30,Fall,2011,Jun,22.0,0,Thursday,1,Clear,0.7,0.6364,0.42,0.1642,43,164,207,Malam,Angin Ringan
4250,2011-06-30,Fall,2011,Jun,23.0,0,Thursday,1,Clear,0.66,0.6212,0.5,0.0,27,99,126,Malam,Angin Ringan
4251,2011-07-01,Fall,2011,Jul,0.0,0,Friday,1,Clear,0.66,0.6212,0.5,0.0,20,48,68,Malam,Angin Ringan
4252,2011-07-01,Fall,2011,Jul,1.0,0,Friday,1,Clear,0.66,0.6212,0.5,0.0,15,16,31,Malam,Angin Ringan
4253,2011-07-01,Fall,2011,Jul,2.0,0,Friday,1,Clear,0.62,0.6061,0.69,0.0,6,7,13,Malam,Angin Ringan
4254,2011-07-01,Fall,2011,Jul,3.0,0,Friday,1,Clear,0.64,0.6212,0.53,0.0,5,6,11,Malam,Angin Ringan
4255,2011-07-01,Fall,2011,Jul,4.0,0,Friday,1,Clear,0.62,0.6212,0.57,0.0,1,5,6,Malam,Angin Ringan
4256,2011-07-01,Fall,2011,Jul,5.0,0,Friday,1,Clear,0.6,0.6061,0.64,0.1343,3,27,30,Malam,Angin Ringan
4257,2011-07-01,Fall,2011,Jul,6.0,0,Friday,1,Clear,0.62,0.6061,0.61,0.1343,11,97,108,Pagi,Angin Ringan
4258,2011-07-01,Fall,2011,Jul,7.0,0,Friday,1,Clear,0.66,0.6212,0.54,0.1045,25,218,243,Pagi,Angin Ringan
4259,2011-07-01,Fall,2011,Jul,8.0,0,Friday,1,Clear,0.7,0.6364,0.42,0.1642,39,453,492,Pagi,Angin Ringan
4260,2011-07-01,Fall,2011,Jul,9.0,0,Friday,1,Clear,0.74,0.6515,0.35,0.1642,58,202,260,Pagi,Angin Ringan
4261,2011-07-01,Fall,2011,Jul,10.0,0,Friday,1,Clear,0.76,0.6667,0.33,0.1642,61,109,170,Pagi,Angin Ringan
4262,2011-07-01,Fall,2011,Jul,11.0,0,Friday,1,Clear,0.8,0.697,0.26,0.0,68,146,214,Pagi,Angin Ringan
4263,2011-07-01,Fall,2011,Jul,12.0,0,Friday,1,Clear,0.8,0.697,0.26,0.0,83,180,263,Siang,Angin Ringan
4264,2011-07-01,Fall,2011,Jul,13.0,0,Friday,1,Clear,0.8,0.6818,0.24,0.0,83,209,292,Siang,Angin Ringan
4265,2011-07-01,Fall,2011,Jul,14.0,0,Friday,1,Clear,0.82,0.697,0.23,0.194,78,225,303,Siang,Angin Ringan
4266,2011-07-01,Fall,2011,Jul,15.0,0,Friday,1,Clear,0.82,0.697,0.21,0.2537,82,299,381,Siang,Angin Sedang
4267,2011-07-01,Fall,2011,Jul,16.0,0,Friday,1,Clear,0.82,0.697,0.17,0.0,85,342,427,Sore,Angin Ringan
4268,2011-07-01,Fall,2011,Jul,17.0,0,Friday,1,Clear,0.82,0.697,0.21,0.194,99,362,461,Sore,Angin Ringan
4269,2011-07-01,Fall,2011,Jul,18.0,0,Friday,1,Clear,0.8,0.6818,0.24,0.2537,98,324,422,Sore,Angin Sedang
4270,2011-07-01,Fall,2011,Jul,19.0,0,Friday,1,Clear,0.78,0.6667,0.25,0.194,80,238,318,Malam,Angin Ringan
4271,2011-07-01,Fall,2011,Jul,20.0,0,Friday,1,Clear,0.72,0.6515,0.42,0.2239,84,185,269,Malam,Angin Sedang
4272,2011-07-01,Fall,2011,Jul,21.0,0,Friday,1,Clear,0.7,0.6364,0.45,0.194,69,149,218,Malam,Angin Ringan
4273,2011-07-01,Fall,2011,Jul,22.0,0,Friday,1,Clear,0.7,0.6364,0.42,0.0,49,173,222,Malam,Angin Ringan
4274,2011-07-01,Fall,2011,Jul,23.0,0,Friday,1,Clear,0.68,0.6364,0.47,0.0896,44,96,140,Malam,Angin Ringan
4275,2011-07-02,Fall,2011,Jul,0.0,0,Saturday,0,Clear,0.68,0.6364,0.47,0.0896,31,84,115,Malam,Angin Ringan
4276,2011-07-02,Fall,2011,Jul,1.0,0,Saturday,0,Clear,0.66,0.6212,0.54,0.0,20,58,78,Malam,Angin Ringan
4277,2011-07-02,Fall,2011,Jul,2.0,0,Saturday,0,Clear,0.64,0.6212,0.53,0.0,9,43,52,Malam,Angin Ringan
4278,2011-07-02,Fall,2011,Jul,3.0,0,Saturday,0,Clear,0.64,0.6212,0.53,0.0,5,21,26,Malam,Angin Ringan
4279,2011-07-02,Fall,2011,Jul,4.0,0,Saturday,0,Clear,0.62,0.6061,0.61,0.0,3,8,11,Malam,Angin Ringan
4280,2011-07-02,Fall,2011,Jul,5.0,0,Saturday,0,Clear,0.58,0.5455,0.73,0.1045,1,13,14,Malam,Angin Ringan
4281,2011-07-02,Fall,2011,Jul,6.0,0,Saturday,0,Clear,0.62,0.6061,0.69,0.1045,11,21,32,Pagi,Angin Ringan
4282,2011-07-02,Fall,2011,Jul,7.0,0,Saturday,0,Clear,0.64,0.6061,0.65,0.0,10,35,45,Pagi,Angin Ringan
4283,2011-07-02,Fall,2011,Jul,8.0,0,Saturday,0,Clear,0.68,0.6364,0.57,0.0,38,94,132,Pagi,Angin Ringan
4284,2011-07-02,Fall,2011,Jul,9.0,0,Saturday,0,Clear,0.74,0.6667,0.51,0.0896,55,124,179,Pagi,Angin Ringan
4285,2011-07-02,Fall,2011,Jul,10.0,0,Saturday,0,Clear,0.8,0.7121,0.36,0.0,103,168,271,Pagi,Angin Ringan
4286,2011-07-02,Fall,2011,Jul,11.0,0,Saturday,0,Clear,0.8,0.7121,0.36,0.0896,144,213,357,Pagi,Angin Ringan
4287,2011-07-02,Fall,2011,Jul,12.0,0,Saturday,0,Clear,0.82,0.7121,0.3,0.1343,142,232,374,Siang,Angin Ringan
4288,2011-07-02,Fall,2011,Jul,13.0,0,Saturday,0,Clear,0.82,0.7121,0.3,0.1045,178,226,404,Siang,Angin Ringan
4289,2011-07-02,Fall,2011,Jul,14.0,0,Saturday,0,Clear,0.84,0.7121,0.2,0.0,177,215,392,Siang,Angin Ringan
4290,2011-07-02,Fall,2011,Jul,15.0,0,Saturday,0,Clear,0.86,0.7273,0.19,0.1642,168,163,331,Siang,Angin Ringan
4291,2011-07-02,Fall,2011,Jul,16.0,0,Saturday,0,Clear,0.88,0.7424,0.22,0.2239,206,192,398,Sore,Angin Sedang
4292,2011-07-02,Fall,2011,Jul,17.0,0,Saturday,0,Clear,0.84,0.7273,0.3,0.2239,179,170,349,Sore,Angin Sedang
4293,2011-07-02,Fall,2011,Jul,18.0,0,Saturday,0,Clear,0.82,0.7121,0.3,0.2836,193,190,383,Sore,Angin Sedang
4294,2011-07-02,Fall,2011,Jul,19.0,0,Saturday,0,Clear,0.8,0.697,0.33,0.2239,156,149,305,Malam,Angin Sedang
4295,2011-07-02,Fall,2011,Jul,20.0,0,Saturday,0,Clear,0.76,0.6818,0.45,0.2836,136,148,284,Malam,Angin Sedang
4296,2011-07-02,Fall,2011,Jul,21.0,0,Saturday,0,Clear,0.74,0.6667,0.48,0.194,95,137,232,Malam,Angin Ringan
4297,2011-07-02,Fall,2011,Jul,22.0,0,Saturday,0,Clear,0.72,0.6667,0.51,0.1642,78,123,201,Malam,Angin Ringan
4298,2011-07-02,Fall,2011,Jul,23.0,0,Saturday,0,Clear,0.72,0.6667,0.54,0.2836,66,88,154,Malam,Angin Sedang
4299,2011-07-03,Fall,2011,Jul,0.0,0,Sunday,0,Clear,0.7,0.6515,0.58,0.2239,47,97,144,Malam,Angin Sedang
4300,2011-07-03,Fall,2011,Jul,1.0,0,Sunday,0,Misty,0.7,0.6515,0.61,0.1642,23,55,78,Malam,Angin Ringan
4301,2011-07-03,Fall,2011,Jul,2.0,0,Sunday,0,Clear,0.7,0.6515,0.58,0.194,19,50,69,Malam,Angin Ringan
4302,2011-07-03,Fall,2011,Jul,3.0,0,Sunday,0,Light_rainsnow,0.68,0.6364,0.65,0.0896,8,25,33,Malam,Angin Ringan
4303,2011-07-03,Fall,2011,Jul,4.0,0,Sunday,0,Light_rainsnow,0.68,0.6364,0.65,0.0896,3,2,5,Malam,Angin Ringan
4304,2011-07-03,Fall,2011,Jul,5.0,0,Sunday,0,Light_rainsnow,0.62,0.5758,0.83,0.194,0,1,1,Malam,Angin Ringan
4305,2011-07-03,Fall,2011,Jul,6.0,0,Sunday,0,Misty,0.62,0.5455,0.94,0.0896,0,3,3,Pagi,Angin Ringan
4306,2011-07-03,Fall,2011,Jul,7.0,0,Sunday,0,Misty,0.64,0.5758,0.89,0.194,3,22,25,Pagi,Angin Ringan
4307,2011-07-03,Fall,2011,Jul,8.0,0,Sunday,0,Clear,0.68,0.6364,0.79,0.2239,39,53,92,Pagi,Angin Sedang
4308,2011-07-03,Fall,2011,Jul,9.0,0,Sunday,0,Clear,0.7,0.6667,0.74,0.2537,82,99,181,Pagi,Angin Sedang
4309,2011-07-03,Fall,2011,Jul,10.0,0,Sunday,0,Clear,0.74,0.697,0.66,0.1642,131,133,264,Pagi,Angin Ringan
4310,2011-07-03,Fall,2011,Jul,11.0,0,Sunday,0,Clear,0.76,0.7121,0.62,0.1045,215,175,390,Pagi,Angin Ringan
4311,2011-07-03,Fall,2011,Jul,12.0,0,Sunday,0,Clear,0.8,0.7576,0.55,0.1045,198,206,404,Siang,Angin Ringan
4312,2011-07-03,Fall,2011,Jul,13.0,0,Sunday,0,Clear,0.8,0.7727,0.59,0.2239,248,173,421,Siang,Angin Sedang
4313,2011-07-03,Fall,2011,Jul,14.0,0,Sunday,0,Clear,0.82,0.7879,0.56,0.2537,225,150,375,Siang,Angin Sedang
4314,2011-07-03,Fall,2011,Jul,15.0,0,Sunday,0,Clear,0.84,0.803,0.53,0.2985,194,182,376,Siang,Angin Sedang
4315,2011-07-03,Fall,2011,Jul,16.0,0,Sunday,0,Clear,0.84,0.803,0.53,0.2985,195,219,414,Sore,Angin Sedang
4316,2011-07-03,Fall,2011,Jul,17.0,0,Sunday,0,Light_rainsnow,0.8,0.7424,0.49,0.8507,181,177,358,Sore,Angin Kencang
4317,2011-07-03,Fall,2011,Jul,18.0,0,Sunday,0,Light_rainsnow,0.8,0.7424,0.49,0.8507,74,107,181,Sore,Angin Kencang
4318,2011-07-03,Fall,2011,Jul,19.0,0,Sunday,0,Misty,0.66,0.6061,0.83,0.194,100,83,183,Malam,Angin Ringan
4319,2011-07-03,Fall,2011,Jul,20.0,0,Sunday,0,Light_rainsnow,0.66,0.6061,0.83,0.0,83,93,176,Malam,Angin Ringan
4320,2011-07-03,Fall,2011,Jul,21.0,0,Sunday,0,Misty,0.66,0.6061,0.83,0.1642,75,92,167,Malam,Angin Ringan
4321,2011-07-03,Fall,2011,Jul,22.0,0,Sunday,0,Misty,0.66,0.6061,0.78,0.1045,69,93,162,Malam,Angin Ringan
4322,2011-07-03,Fall,2011,Jul,23.0,0,Sunday,0,Clear,0.64,0.5758,0.83,0.1642,70,77,147,Malam,Angin Ringan
4323,2011-07-04,Fall,2011,Jul,0.0,1,Monday,0,Clear,0.64,0.5758,0.83,0.1343,63,77,140,Malam,Angin Ringan
4324,2011-07-04,Fall,2011,Jul,1.0,1,Monday,0,Clear,0.64,0.5758,0.83,0.0896,43,76,119,Malam,Angin Ringan
4325,2011-07-04,Fall,2011,Jul,2.0,1,Monday,0,Clear,0.64,0.5758,0.83,0.0,33,30,63,Malam,Angin Ringan
4326,2011-07-04,Fall,2011,Jul,3.0,1,Monday,0,Clear,0.64,0.5909,0.78,0.0,13,13,26,Malam,Angin Ringan
4327,2011-07-04,Fall,2011,Jul,4.0,1,Monday,0,Misty,0.66,0.6061,0.78,0.0896,8,4,12,Malam,Angin Ringan
4328,2011-07-04,Fall,2011,Jul,5.0,1,Monday,0,Misty,0.64,0.5758,0.83,0.1343,1,3,4,Malam,Angin Ringan
4329,2011-07-04,Fall,2011,Jul,6.0,1,Monday,0,Clear,0.64,0.5758,0.89,0.1642,5,11,16,Pagi,Angin Ringan
4330,2011-07-04,Fall,2011,Jul,7.0,1,Monday,0,Clear,0.66,0.6061,0.83,0.1343,17,19,36,Pagi,Angin Ringan
4331,2011-07-04,Fall,2011,Jul,8.0,1,Monday,0,Clear,0.7,0.6667,0.74,0.1045,42,44,86,Pagi,Angin Ringan
4332,2011-07-04,Fall,2011,Jul,9.0,1,Monday,0,Misty,0.72,0.6818,0.66,0.0896,142,96,238,Pagi,Angin Ringan
4333,2011-07-04,Fall,2011,Jul,10.0,1,Monday,0,Misty,0.76,0.697,0.55,0.0896,166,114,280,Pagi,Angin Ringan
4334,2011-07-04,Fall,2011,Jul,11.0,1,Monday,0,Misty,0.76,0.697,0.55,0.0896,177,172,349,Pagi,Angin Ringan
4335,2011-07-04,Fall,2011,Jul,12.0,1,Monday,0,Misty,0.78,0.7121,0.52,0.0,237,210,447,Siang,Angin Ringan
4336,2011-07-04,Fall,2011,Jul,13.0,1,Monday,0,Misty,0.78,0.7121,0.49,0.0,242,181,423,Siang,Angin Ringan
4337,2011-07-04,Fall,2011,Jul,14.0,1,Monday,0,Clear,0.8,0.7273,0.46,0.0,235,173,408,Siang,Angin Ringan
4338,2011-07-04,Fall,2011,Jul,15.0,1,Monday,0,Clear,0.82,0.7424,0.43,0.0896,224,184,408,Siang,Angin Ringan
4339,2011-07-04,Fall,2011,Jul,16.0,1,Monday,0,Clear,0.82,0.7424,0.41,0.0,236,216,452,Sore,Angin Ringan
4340,2011-07-04,Fall,2011,Jul,17.0,1,Monday,0,Clear,0.8,0.7273,0.46,0.0,240,196,436,Sore,Angin Ringan
4341,2011-07-04,Fall,2011,Jul,18.0,1,Monday,0,Clear,0.8,0.7273,0.46,0.1343,222,196,418,Sore,Angin Ringan
4342,2011-07-04,Fall,2011,Jul,19.0,1,Monday,0,Misty,0.78,0.7121,0.49,0.1642,170,205,375,Malam,Angin Ringan
4343,2011-07-04,Fall,2011,Jul,20.0,1,Monday,0,Misty,0.76,0.697,0.55,0.1045,195,191,386,Malam,Angin Ringan
4344,2011-07-04,Fall,2011,Jul,21.0,1,Monday,0,Misty,0.74,0.6818,0.62,0.1045,195,262,457,Malam,Angin Ringan
4345,2011-07-04,Fall,2011,Jul,22.0,1,Monday,0,Misty,0.74,0.6818,0.62,0.1343,115,211,326,Malam,Angin Ringan
4346,2011-07-04,Fall,2011,Jul,23.0,1,Monday,0,Misty,0.72,0.6818,0.7,0.1045,44,94,138,Malam,Angin Ringan
4347,2011-07-05,Fall,2011,Jul,0.0,0,Tuesday,1,Misty,0.7,0.6515,0.65,0.1642,19,36,55,Malam,Angin Ringan
4348,2011-07-05,Fall,2011,Jul,1.0,0,Tuesday,1,Clear,0.7,0.6515,0.65,0.1045,15,24,39,Malam,Angin Ringan
4349,2011-07-05,Fall,2011,Jul,2.0,0,Tuesday,1,Clear,0.66,0.6212,0.74,0.0896,8,5,13,Malam,Angin Ringan
4350,2011-07-05,Fall,2011,Jul,3.0,0,Tuesday,1,Clear,0.66,0.6212,0.74,0.2239,1,7,8,Malam,Angin Sedang
4351,2011-07-05,Fall,2011,Jul,4.0,0,Tuesday,1,Clear,0.66,0.6212,0.69,0.1642,1,4,5,Malam,Angin Ringan
4352,2011-07-05,Fall,2011,Jul,5.0,0,Tuesday,1,Clear,0.66,0.6212,0.69,0.0,1,19,20,Malam,Angin Ringan
4353,2011-07-05,Fall,2011,Jul,6.0,0,Tuesday,1,Clear,0.66,0.6212,0.74,0.0896,3,91,94,Pagi,Angin Ringan
4354,2011-07-05,Fall,2011,Jul,7.0,0,Tuesday,1,Clear,0.7,0.6515,0.65,0.0896,22,248,270,Pagi,Angin Ringan
4355,2011-07-05,Fall,2011,Jul,8.0,0,Tuesday,1,Clear,0.72,0.6818,0.62,0.1343,41,391,432,Pagi,Angin Ringan
4356,2011-07-05,Fall,2011,Jul,9.0,0,Tuesday,1,Clear,0.74,0.6818,0.58,0.1343,50,177,227,Pagi,Angin Ringan
4357,2011-07-05,Fall,2011,Jul,10.0,0,Tuesday,1,Clear,0.76,0.697,0.52,0.1045,55,84,139,Pagi,Angin Ringan
4358,2011-07-05,Fall,2011,Jul,11.0,0,Tuesday,1,Clear,0.78,0.697,0.46,0.1045,75,97,172,Pagi,Angin Ringan
4359,2011-07-05,Fall,2011,Jul,12.0,0,Tuesday,1,Clear,0.8,0.7273,0.43,0.1045,71,130,201,Siang,Angin Ringan
4360,2011-07-05,Fall,2011,Jul,13.0,0,Tuesday,1,Clear,0.82,0.7424,0.43,0.1045,67,136,203,Siang,Angin Ringan
4361,2011-07-05,Fall,2011,Jul,14.0,0,Tuesday,1,Clear,0.8,0.7424,0.49,0.1642,66,112,178,Siang,Angin Ringan
4362,2011-07-05,Fall,2011,Jul,15.0,0,Tuesday,1,Clear,0.82,0.7424,0.43,0.0,51,111,162,Siang,Angin Ringan
4363,2011-07-05,Fall,2011,Jul,16.0,0,Tuesday,1,Clear,0.82,0.7576,0.46,0.1045,79,202,281,Sore,Angin Ringan
4364,2011-07-05,Fall,2011,Jul,17.0,0,Tuesday,1,Clear,0.82,0.7576,0.46,0.1045,79,466,545,Sore,Angin Ringan
4365,2011-07-05,Fall,2011,Jul,18.0,0,Tuesday,1,Clear,0.8,0.7576,0.55,0.1642,70,426,496,Sore,Angin Ringan
4366,2011-07-05,Fall,2011,Jul,19.0,0,Tuesday,1,Clear,0.8,0.7727,0.59,0.1343,71,297,368,Malam,Angin Ringan
4367,2011-07-05,Fall,2011,Jul,20.0,0,Tuesday,1,Clear,0.76,0.7273,0.66,0.1045,59,225,284,Malam,Angin Ringan
4368,2011-07-05,Fall,2011,Jul,21.0,0,Tuesday,1,Clear,0.78,0.7424,0.62,0.2537,77,168,245,Malam,Angin Sedang
4369,2011-07-05,Fall,2011,Jul,22.0,0,Tuesday,1,Clear,0.76,0.7273,0.66,0.2239,31,124,155,Malam,Angin Sedang
4370,2011-07-05,Fall,2011,Jul,23.0,0,Tuesday,1,Clear,0.74,0.697,0.66,0.1642,19,54,73,Malam,Angin Ringan
4371,2011-07-06,Fall,2011,Jul,0.0,0,Wednesday,1,Clear,0.72,0.697,0.74,0.194,11,26,37,Malam,Angin Ringan
4372,2011-07-06,Fall,2011,Jul,1.0,0,Wednesday,1,Clear,0.7,0.6667,0.74,0.1343,4,11,15,Malam,Angin Ringan
4373,2011-07-06,Fall,2011,Jul,2.0,0,Wednesday,1,Clear,0.7,0.6667,0.79,0.0896,1,4,5,Malam,Angin Ringan
4374,2011-07-06,Fall,2011,Jul,3.0,0,Wednesday,1,Clear,0.7,0.6667,0.79,0.0,0,6,6,Malam,Angin Ringan
4375,2011-07-06,Fall,2011,Jul,4.0,0,Wednesday,1,Misty,0.68,0.6364,0.83,0.0896,0,6,6,Malam,Angin Ringan
4376,2011-07-06,Fall,2011,Jul,5.0,0,Wednesday,1,Clear,0.68,0.6364,0.83,0.0896,5,30,35,Malam,Angin Ringan
4377,2011-07-06,Fall,2011,Jul,6.0,0,Wednesday,1,Clear,0.7,0.6667,0.79,0.0896,9,112,121,Pagi,Angin Ringan
4378,2011-07-06,Fall,2011,Jul,7.0,0,Wednesday,1,Misty,0.72,0.697,0.79,0.0,24,288,312,Pagi,Angin Ringan
4379,2011-07-06,Fall,2011,Jul,8.0,0,Wednesday,1,Misty,0.72,0.697,0.74,0.1045,31,397,428,Pagi,Angin Ringan
4380,2011-07-06,Fall,2011,Jul,9.0,0,Wednesday,1,Light_rainsnow,0.7,0.6667,0.79,0.194,31,158,189,Pagi,Angin Ringan
4381,2011-07-06,Fall,2011,Jul,10.0,0,Wednesday,1,Light_rainsnow,0.7,0.6667,0.79,0.0896,13,30,43,Pagi,Angin Ringan
4382,2011-07-06,Fall,2011,Jul,11.0,0,Wednesday,1,Misty,0.72,0.697,0.74,0.0,24,103,127,Pagi,Angin Ringan
4383,2011-07-06,Fall,2011,Jul,12.0,0,Wednesday,1,Misty,0.74,0.697,0.66,0.0896,38,114,152,Siang,Angin Ringan
4384,2011-07-06,Fall,2011,Jul,13.0,0,Wednesday,1,Misty,0.74,0.697,0.7,0.1045,33,107,140,Siang,Angin Ringan
4385,2011-07-06,Fall,2011,Jul,14.0,0,Wednesday,1,Clear,0.76,0.7273,0.66,0.2836,50,113,163,Siang,Angin Sedang
4386,2011-07-06,Fall,2011,Jul,15.0,0,Wednesday,1,Clear,0.76,0.7273,0.7,0.2836,55,130,185,Siang,Angin Sedang
4387,2011-07-06,Fall,2011,Jul,16.0,0,Wednesday,1,Clear,0.76,0.7273,0.7,0.2537,57,218,275,Sore,Angin Sedang
4388,2011-07-06,Fall,2011,Jul,17.0,0,Wednesday,1,Clear,0.78,0.7424,0.59,0.2239,79,517,596,Sore,Angin Sedang
4389,2011-07-06,Fall,2011,Jul,18.0,0,Wednesday,1,Clear,0.76,0.7121,0.62,0.194,77,486,563,Sore,Angin Ringan
4390,2011-07-06,Fall,2011,Jul,19.0,0,Wednesday,1,Clear,0.74,0.697,0.7,0.2239,71,323,394,Malam,Angin Sedang
4391,2011-07-06,Fall,2011,Jul,20.0,0,Wednesday,1,Clear,0.72,0.697,0.74,0.2537,55,257,312,Malam,Angin Sedang
4392,2011-07-06,Fall,2011,Jul,21.0,0,Wednesday,1,Clear,0.7,0.6667,0.79,0.194,66,175,241,Malam,Angin Ringan
4393,2011-07-06,Fall,2011,Jul,22.0,0,Wednesday,1,Clear,0.7,0.6667,0.79,0.194,30,156,186,Malam,Angin Ringan
4394,2011-07-06,Fall,2011,Jul,23.0,0,Wednesday,1,Clear,0.68,0.6364,0.83,0.2239,20,78,98,Malam,Angin Sedang
4395,2011-07-07,Fall,2011,Jul,0.0,0,Thursday,1,Clear,0.66,0.5909,0.89,0.1343,6,29,35,Malam,Angin Ringan
4396,2011-07-07,Fall,2011,Jul,1.0,0,Thursday,1,Clear,0.66,0.5909,0.89,0.194,2,14,16,Malam,Angin Ringan
4397,2011-07-07,Fall,2011,Jul,2.0,0,Thursday,1,Clear,0.66,0.5909,0.89,0.194,1,7,8,Malam,Angin Ringan
4398,2011-07-07,Fall,2011,Jul,3.0,0,Thursday,1,Clear,0.64,0.5606,0.94,0.1045,2,2,4,Malam,Angin Ringan
4399,2011-07-07,Fall,2011,Jul,4.0,0,Thursday,1,Clear,0.64,0.5758,0.89,0.1045,0,4,4,Malam,Angin Ringan
4400,2011-07-07,Fall,2011,Jul,5.0,0,Thursday,1,Clear,0.64,0.5758,0.89,0.1045,2,30,32,Malam,Angin Ringan
4401,2011-07-07,Fall,2011,Jul,6.0,0,Thursday,1,Misty,0.64,0.5758,0.89,0.1343,11,107,118,Pagi,Angin Ringan
4402,2011-07-07,Fall,2011,Jul,7.0,0,Thursday,1,Misty,0.66,0.5909,0.89,0.1045,13,279,292,Pagi,Angin Ringan
4403,2011-07-07,Fall,2011,Jul,8.0,0,Thursday,1,Misty,0.7,0.6667,0.79,0.194,28,415,443,Pagi,Angin Ringan
4404,2011-07-07,Fall,2011,Jul,9.0,0,Thursday,1,Clear,0.74,0.697,0.7,0.1642,25,154,179,Pagi,Angin Ringan
4405,2011-07-07,Fall,2011,Jul,10.0,0,Thursday,1,Clear,0.78,0.7424,0.62,0.0,29,72,101,Pagi,Angin Ringan
4406,2011-07-07,Fall,2011,Jul,11.0,0,Thursday,1,Clear,0.82,0.7727,0.52,0.1343,30,112,142,Pagi,Angin Ringan
4407,2011-07-07,Fall,2011,Jul,12.0,0,Thursday,1,Clear,0.84,0.7727,0.41,0.0,32,139,171,Siang,Angin Ringan
4408,2011-07-07,Fall,2011,Jul,13.0,0,Thursday,1,Clear,0.86,0.7879,0.41,0.0,48,107,155,Siang,Angin Ringan
4409,2011-07-07,Fall,2011,Jul,14.0,0,Thursday,1,Clear,0.86,0.7879,0.41,0.2537,39,121,160,Siang,Angin Sedang
4410,2011-07-07,Fall,2011,Jul,15.0,0,Thursday,1,Clear,0.86,0.7879,0.41,0.2537,47,119,166,Siang,Angin Sedang
4411,2011-07-07,Fall,2011,Jul,16.0,0,Thursday,1,Clear,0.86,0.7727,0.39,0.2239,47,218,265,Sore,Angin Sedang
4412,2011-07-07,Fall,2011,Jul,17.0,0,Thursday,1,Clear,0.86,0.7576,0.36,0.2537,80,489,569,Sore,Angin Sedang
4413,2011-07-07,Fall,2011,Jul,18.0,0,Thursday,1,Clear,0.84,0.7576,0.44,0.2985,70,492,562,Sore,Angin Sedang
4414,2011-07-07,Fall,2011,Jul,19.0,0,Thursday,1,Clear,0.82,0.7727,0.52,0.2836,79,286,365,Malam,Angin Sedang
4415,2011-07-07,Fall,2011,Jul,20.0,0,Thursday,1,Clear,0.76,0.7121,0.58,0.3582,61,224,285,Malam,Angin Kencang
4416,2011-07-07,Fall,2011,Jul,21.0,0,Thursday,1,Clear,0.74,0.6818,0.62,0.1642,39,170,209,Malam,Angin Ringan
4417,2011-07-07,Fall,2011,Jul,22.0,0,Thursday,1,Clear,0.74,0.6818,0.62,0.1642,32,150,182,Malam,Angin Ringan
